1225,46,7,7,1900,7
1229,47,8,8,1900,7
1233,48,9,9,1900,7
1237,49,10,10,1900,7
1241,50,11,11,1900,7
1245,51,12,12,1900,7
1249,52,13,13,1900,7
1253,53,14,14,1900,7
1257,54,15,15,1900,7
1261,55,16,16,1900,7
1265,56,17,17,1900,7
1269,57,18,18,1900,7
1273,58,19,19,1900,7
1277,59,20,20,1900,7
1281,60,21,21,1900,7
1285,61,22,22,1900,7
1289,62,23,23,1900,7
1293,63,24,24,1900,7
1297,64,25,25,1900,7
1301,65,26,26,1900,7
1305,66,27,27,1900,7
1309,67,28,28,1900,7
1313,68,29,29,1900,7
1317,69,30,30,1900,7
1321,70,31,31,1900,7
1325,71,32,32,1900,7
1329,72,33,33,1900,7
1333,73,34,34,1900,7
1337,74,35,35,2000,7
1341,75,36,36,2000,7
1345,76,37,37,2000,7
1349,77,38,38,2000,7
1353,78,39,39,2000,7
1357,79,40,40,2000,7
1361,80,41,41,2000,7
1365,81,42,42,2000,7
1369,82,43,43,2000,7
1373,83,44,44,2000,7
1377,84,45,45,2000,7
1381,85,46,46,2000,7
1385,86,47,47,2000,7
1389,87,48,48,2000,7
1393,88,49,49,2000,7
1397,89,50,50,2000,7
1401,90,1,1,2000,7
1405,91,2,2,2000,7
1409,92,3,3,2000,7
1413,93,4,4,2000,7
1417,94,5,5,2000,7
1421,95,6,6,2000,7
1425,96,7,7,2000,7
1429,97,8,8,2000,7
1433,98,9,9,2000,7
1437,99,10,10,2000,7
1441,100,11,11,2000,7
1445,101,12,12,2000,7
1449,102,13,13,2000,7
1453,103,14,14,2000,7
1457,104,15,15,2000,7
1461,105,16,16,2000,7
1465,106,17,17,2000,7
1469,107,18,18,2000,7
1473,108,19,19,2000,7
1477,109,20,20,2000,7
1481,110,21,21,2000,7
1485,111,22,22,2000,7
1489,112,23,23,2000,7
1493,113,24,24,2000,7
1497,114,25,25,2000,7
1501,115,26,26,2000,7
1505,116,27,27,2000,7
1509,117,28,28,2000,7
1513,118,29,29,2000,7
1517,119,30,30,2000,7
1521,120,31,31,2000,7
1525,121,32,32,2000,7
1529,122,33,33,2000,7
1533,123,34,34,2000,7
1537,124,35,35,2000,7
1541,125,36,36,2300,7
1545,126,37,37,2300,7
1549,127,38,38,2300,7
1553,128,39,39,2300,7
1557,129,40,40,2300,7
1561,130,41,41,2300,7
1565,131,42,42,2300,7
1569,132,43,43,2300,7
1573,133,44,44,2300,7
1577,134,45,45,2300,7
1581,135,46,46,2300,7
1585,136,47,47,2300,8
1589,137,48,48,2300,8
1593,138,49,49,2300,8
1597,139,50,50,2300,8
1601,140,1,1,2300,8
1605,141,2,2,2300,8
1609,142,3,3,2300,8
1613,143,4,4,2300,8
1617,144,5,5,2300,8
1621,145,6,6,2300,8
1625,146,7,7,2300,8
1629,147,8,8,2300,8
1633,148,9,9,2300,8
1637,149,10,10,2300,8
1641,150,11,11,2300,8
1645,151,12,12,2300,8
1649,152,13,13,2300,8
1653,153,14,14,2300,8
1657,154,15,15,2300,8
1661,155,16,16,2300,8
1665,156,17,17,2300,8
1669,157,18,18,2300,8
1673,158,19,19,2300,8
1677,159,20,20,2300,8
1681,160,21,21,2300,8
1685,161,22,22,2300,8
1689,162,23,23,2300,8
1693,163,24,24,2300,8
1697,164,25,25,2300,8
1701,165,26,26,2300,8
1705,166,27,27,2500,8
1709,167,28,28,2500,8
1713,168,29,29,2500,8
1717,169,30,30,2500,9
1721,170,31,31,2500,9
1725,171,32,32,2500,9
1729,172,33,33,2500,9
1733,173,34,34,2500,9
1737,174,35,35,2500,9
1741,175,36,36,2500,9
1745,176,37,37,2500,9
1749,177,38,38,2500,9
1753,178,39,39,2500,9
1757,179,40,40,2500,9
1761,180,41,41,2500,9
1765,181,42,42,2500,9
1769,182,43,43,2500,9
1773,183,44,44,2500,9
1777,184,45,45,2500,9
1781,185,46,46,2500,9
1785,186,47,47,2500,9
1789,187,48,48,2500,9
1793,188,49,49,2500,9
1797,189,50,50,2500,9
1801,190,1,1,2500,9
1805,191,2,2,2500,9
1809,192,3,3,2500,9
1813,193,4,4,2500,9
1817,194,5,5,2500,9
1821,195,6,6,2500,9
1825,196,7,7,2500,9
1829,197,8,8,2500,9
1833,198,9,9,2500,9
1837,199,10,10,2500,9
1841,200,11,11,3000,9
1845,201,12,12,3000,10
1849,202,13,13,3000,10
1853,203,14,14,3000,10
1857,204,15,15,3000,10
1861,205,16,16,3000,10
1865,206,17,17,3000,10
1869,207,18,18,3000,10
1873,208,19,19,3000,10
1877,209,20,20,3000,10
1881,210,21,21,3000,10
1885,211,22,22,3000,10
1889,212,23,23,3000,10
1893,213,24,24,3000,10
1897,214,25,25,3000,10
1901,215,26,26,3000,10
1905,216,27,27,3000,10
1909,217,28,28,3000,10
1913,218,29,29,3000,10
1917,219,30,30,3000,10
1921,220,31,31,3000,10
1925,221,32,32,3000,10
1929,222,33,33,3000,10
1933,223,34,34,3000,10
1937,224,35,35,3000,10
1941,225,36,36,3000,10
1945,226,37,37,3000,10
1949,227,38,38,3000,10
1953,228,39,39,3000,10
1957,229,40,40,3000,10
1961,230,41,41,3000,10
1965,231,42,42,3000,10
1969,232,43,43,3000,10
1973,233,44,44,3000,10
1977,234,45,45,3000,10
1981,235,46,46,3000,10
1985,236,47,47,3000,10
1989,237,48,48,3000,10
1993,238,49,49,3000,10
1997,239,50,50,3000,10
